,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date
344,MSFT,10.0,1,0.5,bear,put,2017-12-25,2018-12-25
345,MSFT,10.0,1,0.5,bull,put,2019-02-11,2020-02-11
346,MSFT,10.0,7,0.5,bear,put,2017-12-25,2018-12-25
347,MSFT,10.0,7,0.5,bull,put,2019-02-11,2020-02-11
348,MSFT,10.0,14,0.5,bear,put,2017-12-25,2018-12-25
349,MSFT,10.0,14,0.5,bull,put,2019-02-11,2020-02-11
350,MSFT,10.0,30,0.5,bear,put,2017-12-25,2018-12-25
351,MSFT,10.0,30,0.5,bull,put,2019-02-11,2020-02-11
352,MSFT,20.0,1,0.5,bear,put,2017-12-25,2018-12-25
353,MSFT,20.0,1,0.5,bull,put,2019-02-11,2020-02-11
354,MSFT,20.0,7,0.5,bear,put,2017-12-25,2018-12-25
355,MSFT,20.0,7,0.5,bull,put,2019-02-11,2020-02-11
356,MSFT,20.0,14,0.5,bear,put,2017-12-25,2018-12-25
357,MSFT,20.0,14,0.5,bull,put,2019-02-11,2020-02-11
358,MSFT,20.0,30,0.5,bear,put,2017-12-25,2018-12-25
359,MSFT,20.0,30,0.5,bull,put,2019-02-11,2020-02-11
360,Aave,-20.0,1,0.5,bear,put,2020-10-14,2021-10-14
361,Aave,-20.0,1,0.5,bull,put,2020-10-29,2021-10-29
362,Aave,-20.0,7,0.5,bear,put,2020-10-14,2021-10-14
363,Aave,-20.0,7,0.5,bull,put,2020-10-29,2021-10-29
364,Aave,-20.0,14,0.5,bear,put,2020-10-14,2021-10-14
365,Aave,-20.0,14,0.5,bull,put,2020-10-29,2021-10-29
366,Aave,-20.0,30,0.5,bear,put,2020-10-14,2021-10-14
367,Aave,-20.0,30,0.5,bull,put,2020-10-29,2021-10-29
368,Aave,-10.0,1,0.5,bear,put,2020-10-14,2021-10-14
369,Aave,-10.0,1,0.5,bull,put,2020-10-29,2021-10-29
370,Aave,-10.0,7,0.5,bear,put,2020-10-14,2021-10-14
371,Aave,-10.0,7,0.5,bull,put,2020-10-29,2021-10-29
372,Aave,-10.0,14,0.5,bear,put,2020-10-14,2021-10-14
